testID,lotNumber,printedExpiration,extendedExpiration
161056,K07A111506213M1,2022-01-15,2022-10-18
161056,K07A111606213M1 K07A112805214M1,2022-01-17,2022-10-20
161056,K07A113105214M1,2022-01-19,2022-10-23
161056,K07A112406213M1,2022-01-21,2022-10-13
161056,K07A111706214M1,2022-01-21,2022-10-21
161056,K07A112907214M1,2022-01-23,2022-10-27
161056,K07A113105214M2,2022-01-27,2022-10-21
161056,K07A112107214M2,2022-01-28,2022-10-28
161056,K07A111006214M1,2022-01-28,2022-11-01
161056,K07A110106214M1,2022-02-02,2022-11-07
161056,K07A112107214M1,2022-02-04,2022-10-15
161056,K07A112207214M3,2022-02-05,2022-11-05
161056,K07A111106214M1,2022-02-05,2022-11-09
161056,K07A111407214M1,2022-02-06,2022-11-26
161056,K07A111607214M1,2022-02-06,2022-12-02
161056,K07A111806214M1,2022-02-08,2022-11-12
161056,K07A112306213M2,2022-02-10,2022-10-30
161056,K07A111806214M2,2022-02-16,2022-11-19
161056,K07A112406214M1,2022-02-18,2022-11-22
161056,K07A112907214M3,2022-02-19,2022-11-23
161056,K07A112906214M1,2022-02-20,2022-11-23
161056,K07A113007214M1,2022-02-21,2022-11-26
161056,K07A111507214M1,2022-02-25,2022-11-24
161056,K07A111707214M1,2022-03-01,2022-12-05
161056,K07A113107214M1,2022-03-04,2022-12-08
161056,K07A111607214M2,2022-03-05,2022-12-09
161056,K08A01211021AD4,2022-03-06,2023-04-06
161056,K07A113107214M2 K07A113107214M3,2022-03-08,2022-12-12
161056,K07A111511213M3,2022-03-09,2022-12-09
161056,K07A111808214M1,2022-03-12,2022-12-16
161056,K07A112508214M1,2022-03-22,2022-12-25
161056,K07A113008214M1,2022-03-27,2023-01-01
161056,K08A01100821BD1,2022-03-28,2022-12-28
161056,K07A113108214M1,2022-04-02,2023-01-07
161056,K08A01230821AD1,2022-04-04,2023-01-04
161056,K08A01141021CD2,2022-04-06,2023-01-06
161056,K08A01070921AD1 K08A01110821BD1 K08A01140821AD1 K08A01140821BD1,2022-04-07,2023-01-07
161056,K07A111509214M3,2022-04-09,2022-10-13
161056,K07A111709214M2,2022-04-09,2023-01-06
161056,K08A01070921AD2 K08A01080921AD3,2022-04-09,2023-01-07
161056,K08A01100821BD3 K08A01110821AD3 K08A01110821BD2,2022-04-09,2023-01-09
161056,K08A01140821AD2,2022-04-10,2023-01-10
161056,K07A110209214M1,2022-04-11,2023-01-16
161056,K07A110309214M1,2022-04-12,2023-01-17
161056,K08A01200821BD2,2022-04-13,2023-01-02
161056,K08A01170821AD1,2022-04-13,2023-01-07
161056,K08A01170821BD1,2022-04-13,2023-01-10
161056,K08A01190821AD1 K08A01190821AD2,2022-04-13,2023-01-13
161056,K08A01180821BD1,2022-04-14,2023-01-07
161056,K08A01030921AD3 K08A01250821BD3 K08A01260821BD1 K08A01270821AD2 K08A01270821AD3,2022-04-15,2023-01-15
161056,K08A01030921BD2 K08A01310821BD2,2022-04-17,2023-01-15
161056,K08A01010921AD2 K08A01010921BD2 K08A01020921AD2 K08A01020921BD1 K08A01030921AD2 K08A01040921AD2,2022-04-17,2023-01-17
161056,K08A01250821BD1 K08A01260821AD1,2022-04-18,2023-01-04
161056,K08A01200821BD1 K08A01230821AD3,2022-04-19,2023-01-02
161056,K08A01250821BD2,2022-04-19,2023-01-04
161056,K08A01010921BD3 K08A01020921AD1 K08A01020921BD2,2022-04-20,2023-01-21
161056,K08A01310821BD1,2022-04-21,2023-01-15
161056,K08A01010921AD1 K08A01010921BD1 K08A01020921BD3 K08A01030921AD1 K08A01080921BD3 K08A01260821BD2,2022-04-21,2023-01-21
161056,K07A112309214M1,2022-04-22,2023-01-06
161056,K08A01040921BD2,2022-04-22,2023-01-17
161056,K08A01030921BD1,2022-04-22,2023-01-21
161056,K08A01040921AD1 K08A01040921BD1 K08A01040921BD3 K08A01050921AD1 K08A01090921BD2 K08A01240921AD1 K08A01240921AD2,2022-04-22,2023-01-22
161056,K08A01230921BD3 K08A01230921BD4 K08A01240921BD1 K0 8A01250921AD2 K08A01250921BD2,2022-04-24,2023-01-28
161056,K08A01050921AD2 K08A01080921AD2 K08A01080921BD2,2022-04-26,2023-01-30
161056,K07A111006214M2 K07A111709214M3,2022-05-02,2022-11-05
161056,K08A01080921AD1 K08A01080921BD1 K08A01090921AD1 K08A01090921BD1 K08A01211021BD4,2022-05-02,2023-02-05
161056,K08A01211021AD7,2022-05-02,2023-03-11
161056,K07A111709214M1,2022-05-06,2023-01-24
161056,K07A111509214M4,2022-05-07,2022-11-29
161056,K07A112209213M1,2022-05-08,2023-01-14
161056,K07A111609214M4,2022-05-08,2023-02-06
161056,K07A111511213M4,2022-05-08,2023-02-17
161056,K07A112009214M1,2022-05-10,2023-01-10
161056,K07A112409214M4,2022-05-10,2023-02-13
161056,K07A112009214M2,2022-05-12,2023-01-22
161056,K07A111609214M5,2022-05-12,2023-02-07
161056,K07A113009214M1,2022-05-12,2023-02-23
161056,K07A112409213M1,2022-05-14,2023-01-28
161056,K08A01250921AD1,2022-05-14,2023-02-17
161056,K07A111609214M1,2022-05-16,2022-12-20
161056,K07A111609214M2,2022-05-16,2023-01-05
161056,K07A111609214M3,2022-05-17,2023-01-28
161056,K07A112409213M2,2022-05-20,2022-12-29
161056,K07A112909214M3,2022-05-20,2023-02-21
161056,K08A01131021CD3,2022-05-21,2023-02-24
161056,K07A113009214M2,2022-05-22,2023-02-26
161056,K07A112909214M2,2022-05-27,2023-01-21
161056,K08A110311214M2,2022-05-27,2023-02-28
161056,K08A01280921AD2 K08A01280921BD1,2022-05-29,2023-03-01
161056,K08A01201021BD4 K08A01201021CD1 K08A01211021AD5 K08A01211021BD2,2022-05-30,2023-03-02
161056,K08A01220921BD3 K08A01230921AD2 K08A01230921AD5 K08A01230921BD2,2022-05-31,2023-03-03
161056,K08A01250921BD1 K08A01250921BD3 K08A01260921AD1 K08A01260921AD4 K08A01270921AD1,2022-06-01,2023-03-04
161056,K08A01220921BD1 K08A01230921AD1,2022-06-03,2023-03-06
161056,K08A01270921AD2 K08A01270921BD1 K08A01280921BD2,2022-06-04,2023-03-07
161056,K08A111111213M3 K08A111412213M1,2022-06-05,2023-03-09
161056,K08A01280921CD1,2022-06-06,2023-03-07
161056,K08A01051021BD2 K08A01061021BD1 K08A01061021BD4 K08A01071021AD2 K08A01071021BD2 K08A01071021CD1 K08A01141021AD2 K08A01141021CD1 K08A01161021AD3 K08A01161021AD4 K08A01161021BD1 K08A01161021BD2 K08A01231021AD2 K08A01231021BD5 K08A01231021CD1 K08A01290921AD1,2022-06-06,2023-03-09
161056,K08A110311213M1 K08A110311213M2,2022-06-06,2023-03-10
161056,K07A110211214M1,2022-06-07,2023-02-02
161056,K08A01061021AD1 K08A01061021BD3 K08A01071021AD1 K08A01221021AD2 K08A01221021AD5 K08A01221021BD1 K08A01221021BD2 K08A01221021BD3 K08A01221021BD4 K08A01221021BD5 K08A01221021BD6 K08A01231021CD3 K08A01290921AD2,2022-06-07,2023-03-10
161056,K07A112610214M3 K08A01211021AD3,2022-06-07,2023-03-11
161056,K08A01211021AD3,2022-06-08,2023-02-05
161056,K08A01290921AD3 K08A01290921BD1 K08A01290921CD1 K08A01300921AD1 K08A01300921AD2,2022-06-08,2023-03-11
161056,K07A112211214M1,2022-06-08,2023-03-29
161056,K08A01230921AD4 K08A01230921BD1,2022-06-09,2023-03-12
161056,K07A110311214M1,2022-06-09,2023-03-13
161056,K08A01300921BD1,2022-06-12,2023-03-15
161056,K08A01141021AD4,2022-06-14,2023-03-17
161056,K08A01011021AD1 K08A01221021AD1 K08A01231021AD6 K08A01231021BD2 K08A01251021BD4 K08A01300921AD3 K08A01300921AD4 K08A112810213M1,2022-06-15,2023-03-18
161056,K08A01051021AD1 K08A01051021BD1,2022-06-16,2023-03-09
161056,K08A01081021AD2 K08A01081021BD2,2022-06-17,2023-03-20
161056,K08A01141021AD3 K08A01141021BD3 K08A01211021AD8 K08A01211021BD3 K08A01211021BD7 K08A01221021AD3 K08A01221021AD4 K08A01231021AD4 K08A01251021AD3,2022-06-18,2023-03-21
161056,K08A01121021CD3,2022-06-19,2023-02-24
161056,K08A01071021BD1 K08A01091021BD1 K08A01101021AD1 K08A01121021BD1 K08A01121021BD3 K08A01121021CD2 K08A01131021AD3 K08A01131021AD4 K08A01131021BD1 K08A01131021BD2 K08A01131021CD4 K08A01201021AD1 K08A01201021AD2 K08A01251021BD3,2022-06-19,2023-03-22
161056,K08A01081021AD1 K08A01081021BD1 K08A01081021CD1 K08A01111021B D2 K08A01111021BD4 K08A01111021CD2 K08A01121021AD3 K08A01121021AD4 K08A01121021AD7,2022-06-20,2023-03-23
161056,K08A01111021BD3 K08A01121021AD2 K08A01121021AD6 K08A01211021AD6 K08A01211021BD1,2022-06-21,2023-03-24
161056,K08A01081021CD2 K08A01091021AD1 K08A01091021BD2 K08A01141021BD5 K08A01141021CD3 K08A01151021BD2 K08A01151021CD2 K08A01161021AD1 K08A01161021AD2 K08A01161021CD1,2022-06-22,2023-03-25
161056,K08A111811214M1,2022-06-23,2023-01-16
161056,K08A01151021BD1 K08A01151021CD1,2022-06-23,2023-03-26
161056,K08A110411213M1 K08A111811214M2,2022-06-23,2023-03-27
161056,K08A01091021AD2 K08A01111021CD1 K08A01231021CD4 K08A01251021BD2,2022-06-24,2023-03-27
161056,K08A01111021BD1,2022-06-25,2023-03-27
161056,K08A01091021BD3 K08A01091021CD1 K08A01111021AD1,2022-06-25,2023-03-28
161056,K08A01121021AD1 K07A111811214M1,2022-06-26,2023-03-29
161056,K08A01121021AD5 K08A01121021BD2,2022-06-27,2023-03-29
161056,K08A01111021AD2 K08A01131021AD1 K08A01131021AD2 K08A01131021CD1 K08A01131021CD2,2022-06-27,2023-03-30
161056,K08A01271021BD3,2022-06-29,2023-04-02
161056,K08A01271021AD2,2022-06-29,2023-04-13
161056,K08A110311214M1,2022-06-30,2023-04-04
161056,K08A01261021BD1 K08A01271021AD1 K08A01271021BD5 K08A01271021BD6 K08A01271021CD2,2022-07-01,2023-04-04
161056,K07A112211214M2 K08A111412213M2,2022-07-01,2023-04-05
161056,K08A01261021CD2,2022-07-02,2023-04-04
161056,K08A01231021AD1 K08A01231021CD2,2022-07-02,2023-04-05
161056,K08A110911214M1,2022-07-02,2023-04-06
161056,K08A01251021BD8,2022-07-02,2023-04-14
161056,K08A01201021BD5 K08A01201021CD2 K08A01221021CD2,2022-07-03,2023-04-06
161056,K08A01201021BD3,2022-07-04,2023-03-02
161056,K08A01201021BD1 K08A112910214M1,2022-07-04,2023-04-07
161056,K08A01281021BD2 K08A01281021CD3,2022-07-05,2023-04-08
161056,K08A01271021BD4 K08A01271021CD3 K08A01281021BD3 K08A01291021CD1,2022-07-06,2023-04-09
161056,K08A110311214M3,2022-07-06,2023-04-10
161056,K08A01211021AD2 K08A01221021BD7,2022-07-08,2023-04-11
161056,K08A01271021BD1 K08A01281021BD1,2022-07-09,2023-04-12
161056,K08A111611214M1,2022-07-10,2023-01-16
161056,K08A01231021AD5 K08A01231021BD1 K08A01231021BD4 K08A01251021BD1 K08A01261021AD1 K08A01261021AD2 K08A01261021BD2,2022-07-10,2023-04-13
161056,K08A01221021BD9,2022-07-11,2023-04-12
161056,K08A01221021CD1 K08A01231021AD3 K08A01271021CD1,2022-07-11,2023-04-14
161056,K08A111611214M2,2022-07-11,2023-04-15
161056,K08A112211214M1,2022-07-11,2023-04-28
161056,K08A01261021CD1,2022-07-12,2023-04-14
161056,K08A01271021AD3 K08A01271021AD4 K08A01271021BD2,2022-07-12,2023-04-15
161056,K08A111111213M4,2022-07-13,2023-04-17
161056,K08A113010213M3,2022-07-14,2023-04-18
161056,K08A111711213M1,2022-07-15,2023-01-16
161056,K07A110211214M2,2022-07-15,2023-04-19
161056,K08A112803224M1,2022-07-16,2023-01-16
161056,K08A111011213M1,2022-07-16,2023-03-09
161056,K08A111011213M2,2022-07-16,2023-04-20
161056,K07A110812214M5,2022-07-18,2023-04-22
161056,K08A110911214M4,2022-07-18,2023-04-25
161056,K08A111711213M2,2022-07-21,2023-04-04
161056,K07A110812214M2,2022-07-22,2023-01-23
161056,K08A111911213M3,2022-07-22,2023-04-26
161056,K08A112112213M2,2022-07-23,2023-04-27
161056,K08A112411214M1,2022-07-24,2023-04-22
161056,K08A112211213M1 K08A112411213M4,2022-07-25,2023-04-29
161056,K08A112211214M3,2022-07-29,2023-05-02
161056,K08A112611213M1,2022-07-31,2023-05-04
161056,K08A112803224M2,2022-08-04,2023-02-05
161056,K08A112311213M1,2022-08-04,2023-04-22
161056,K08A112311213M2,2022-08-04,2023-05-05
161056,K08A112803224M3,2022-09-13,2023-03-14
161056,K08A110601224M2,2022-09-30,2023-03-30
161056,K08A111404223M1,2022-10-04,2023-04-05
161056,K08A111101224M2,2022-10-08,2023-04-08
161056,K07A110102224M3,2022-10-11,2023-02-05
161056,K07A110812214M3,2022-10-14,2023-04-01
161056,K08A112803224M4,2022-10-14,2023-04-14
161056,K08A111801223M3,2022-10-17,2023-04-18
161056,K08A112801223M1,2022-10-19,2023-04-20
161056,K08A110102224M2,2022-10-20,2023-04-08
161056,K08A111403223M1,2022-10-24,2023-04-25
161056,K08A111404223M2 K08A112601223M1,2022-10-29,2023-04-30
161056,K08A112911214M1,2022-11-02,2023-04-28
161056,K08A112611214M6,2022-11-02,2023-05-03
161056,K08A110712213M1 K08A111412213M3 K08A112311213M3 K08A112311213M4,2022-11-03,2023-05-09
161056,K08A111002224M1,2022-11-04,2023-05-05
161056,K07A110812214M4,2022-11-07,2023-05-08
161056,K08A110212213M4,2022-11-09,2023-05-10
161056,K07A110812214M1,2022-11-10,2022-12-30
161056,K07A110812214M6 K07A111712214M1 K08A111402224M1 K08A112803224M5,2022-11-10,2023-05-11
161056,K08A112601223M2 K08A110912214M3,2022-11-10,2023-05-30
161056,K08A110802223M1 K08A111001223M2,2022-11-14,2023-05-15
161056,K08A111001223M1,2022-11-15,2023-05-09
161056,K08A112007223M1 K08A112112213M1,2022-11-15,2023-05-16
161056,K08A111002224M2,2022-11-16,2023-05-16
161056,K08A110712213M2,2022-11-16,2023-05-17
161056,K08A110302224M1,2022-11-18,2023-05-18
161056,K08A111801223M4,2022-11-18,2023-05-19
161056,K08A111412213M4,2022-11-19,2023-05-20
161056,K08A110912214M2,2022-11-21,2023-05-15
161056,K08A112012214M1 K08A112812214M1,2022-11-21,2023-05-22
161056,K08A112112213M3 K08A112401223M2,2022-11-22,2023-05-23
161056,K08A111712213M2,2022-11-23,2023-04-27
161056,K08A111612213M2,2022-11-24,2023-05-25
161056,K08A111612213M3,2022-11-25,2023-05-26
161056,K08A112112214M1,2022-11-26,2023-05-23
161056,K08A112501224M1,2022-11-26,2023-05-27
161056,K08A111301224M2,2022-11-28,2023-04-23
161056,K08A112101224M1 K08A112507224M1,2022-11-30,2023-06-01
161056,K08A112812214M3,2022-12-01,2023-06-02
161056,K08A110401223M1,2022-12-03,2023-06-04
161056,K07A112601224M1,2022-12-06,2023-05-24
161056,K08A112007223M4,2022-12-06,2023-06-06
161056,K07A110102224M4,2022-12-06,2023-06-07
161056,K08A110401224M2,2022-12-07,2023-06-08
161056,K08A112601224M1,2022-12-09,2023-04-20
161056,K08A111702223M2,2022-12-14,2023-06-15
161056,K08A110802223M2,2022-12-16,2023-06-17
161056,K08A110102223M2 K08A112801223M2,2022-12-20,2023-06-21
161056,K08A113001223M2,2022-12-21,2023-06-22
161056,K08A112501223M1 K08A113101223M3,2022-12-22,2023-06-23
161056,K08A111002224M3,2022-12-22,2023-07-14
161056,K07A110601224M1,2022-12-23,2023-05-24
161056,K08A110402224M2 K08A111402223M1 K08A111404223M3 K08A112803224M6,2023-01-10,2023-07-11
161056,K08A110102224M1,2023-01-11,2023-06-09
161056,K08A110802223M3 K08A111002223M1 K08A112507224M2,2023-01-11,2023-07-12
161056,K08A110802224M1,2023-01-12,2023-06-09
161056,K08A111102224M1,2023-01-12,2023-06-16
161056,K08A111102223M1 K08A111403223M4 K08A112507224M3,2023-01-13,2023-07-14
161056,K08A110303223M1,2023-01-14,2023-07-13
161056,K08A111402224M4,2023-01-14,2023-07-14
161056,K08A111002224M4 K08A111403223M3 K08A111802223M1,2023-01-14,2023-07-15
161056,K08A111702224M2,2023-01-15,2023-07-16
161056,K08A112802224M1,2023-01-17,2023-07-17
161056,K08A110903223M3,2023-01-17,2023-07-18
161056,K08A112202224M1,2023-01-18,2023-06-10
161056,K08A111703224M1,2023-01-19,2023-07-19
161056,K08A110203224M3,2023-01-20,2023-07-20
161056,K08A112302223M1,2023-01-21,2023-07-20
161056,K08A110317223M3 K08A111202223M2,2023-01-21,2023-07-22
161056,K08A112507224M4 K08A112507224M5 K08A112507224M6,2023-01-22,2023-07-23
161056,K08A111702223M3 K08A112302223M4,2023-01-24,2023-07-25
161056,K08A112202224M2,2023-01-25,2023-05-11
161056,K08A112203223M1 K08A112302224M1,2023-01-26,2023-07-27
161056,K08A111702223M1,2023-01-27,2023-07-28
161056,K08A112502223M1,2023-01-28,2023-07-28
161056,K08A111803224M1,2023-01-31,2023-03-02
161056,K08A110303223M2,2023-01-31,2023-07-17
161056,K08A110403224M1,2023-02-03,2023-07-26
161056,K08A110804223M2,2023-02-03,2023-08-03
161056,K08A111803224M2,2023-02-08,2023-08-05
161056,K08A112803223M1,2023-02-08,2023-08-09
161056,K08A112203224M1,2023-02-09,2023-08-09
161056,K08A112507224M7,2023-02-13,2023-07-23
161056,K08A112507224M8,2023-02-13,2023-08-14
161056,K08A110317223M2,2023-02-15,2023-08-16
161056,K08A112607224M1 K08A112607224M5,2023-02-18,2023-08-19
161056,K08A112607224M7,2023-02-19,2023-04-27
161056,K08A112507224M9,2023-02-19,2023-08-20
161056,K08A111104224M1,2023-02-20,2023-08-21
161056,K08A111104224M2 K08A112803223M2,2023-02-23,2023-08-24
161056,K08A112707224M1,2023-02-25,2023-08-26
161056,K08A112005224M1,2023-02-27,2023-08-28
161056,K08A111404223M4,2023-03-02,2023-08-23
161056,K08A111804224M1,2023-03-02,2023-09-03
161056,K08A111804224M2,2023-03-08,2023-08-26
161056,K08A112406224M2,2023-03-21,2023-09-21
161056,K08A112406224M1,2023-03-21,2023-09-22
161056,K08A112306224M1,2023-03-24,2023-09-25
161056,K08A110602224M1,2023-03-30,2023-09-30
161056,K08A112607223M1,2023-06-01,2023-12-02
161056,K08A110707223M2 K08A112607223M3,2023-06-02,2023-12-02
161056,K08A112607223M2 K08A112607223M4,2023-06-02,2023-12-03
161057,6687585 6687586 6688526 6688589 6688590 6688591 6688592 6688928 6689224,2022-05-31,2023-08-31
161057,6689248 6689316 6689317 6689318 6689319 6699320 6689321 6689742 6689743 6689744 6689745 6689749 6690059 6690060 6690061 6689225 6689226 6689748,2022-06-30,2023-09-30
161057,23210012,2022-07-15,2023-10-15
161057,23210013,2022-07-21,2023-10-21
161057,23210014,2022-07-22,2023-10-22
161057,23210015,2022-07-26,2023-10-26
161057,6690063 6690068 6690069 6690137 6690393 6690395 6690397 6690398 6690400 6690678 6690850 6690912 6691017 6691018 6691024 6691025 6691026 6691027 6691028 6691110 6690394 6690399 6690851,2022-07-31,2023-10-31
161057,23210035,2022-08-29,2023-11-29
161057,6692103 6691682 6692100 6692192 23210038 6691109 6691111 6691112 6691113 6691116 6691243 6691244 6691245 6691246 6691386 6691571 6691595 6691597 6691598 6691599 6691600 6691601 6691602 6691679 6692101 6692102 6692104 6691108 6691115 6691384 6691387 6691389 6691677 6691678 6691680 6691681,2022-08-31,2023-11-30
161057,23210037,2022-09-01,2023-12-01
161057,23210038 23210039 23210040,2022-09-02,2023-12-02
161057,23210042,2022-09-03,2023-12-03
161057,23210043,2022-09-04,2023-12-04
161057,23210044 23210045 23210046 COVAY-1335,2022-09-07,2023-12-07
161057,23210047 23210048 23210049 COVAY-1336,2022-09-08,2023-12-08
161057,23210051,2022-09-10,2023-12-10
161057,COVAY-1337,2022-09-11,2023-12-11
161057,COVAY-1338,2022-09-14,2023-12-14
161057,COVAY-1340,2022-09-15,2023-12-15
161057,COVAY-1341 23210058 23210057 23210059,2022-09-16,2023-12-16
161057,COVAY-1342,2022-09-17,2023-12-17
161057,23210060,2022-09-18,2023-12-18
161057,23210061,2022-09-20,2023-12-20
161057,COVAY-1346,2022-09-22,2023-12-22
161057,COVAY-1347,2022-09-23,2023-12-23
161057,23210063,2022-09-24,2023-12-24
161057,23210064,2022-09-27,2023-12-27
161057,23210065,2022-09-28,2023-12-28
161057,6692112 6692113 6692194 6692106 6692107 6692108 6692109 6692110 6692111 6692203 23210066 6692198 6692199 6692201 6692202 6692204 6692204A 6692205 6692105 6692195 6692196 6692200,2022-09-30,2023-12-30
161057,COVAY-2002,2022-10-03,2024-01-03
161057,23220001,2022-10-04,2024-01-04
161057,23220002 COVAY-2004,2022-10-05,2024-01-05
161057,23220003,2022-10-06,2024-01-06
161057,23220005 23220006,2022-10-10,2024-01-10
161057,23220007,2022-10-11,2024-01-11
161057,COVAY-2007 COVAY-2008,2022-10-13,2024-01-13
161057,23220008 23220009,2022-10-14,2024-01-14
161057,COVAY-2010 23220011 2320010,2022-10-17,2024-01-17
161057,23220013 23220014 COVAY-2013 COVAY-2014 COVAY-2015,2022-10-20,2024-01-20
161057,23220015,2022-10-21,2024-01-21
161057,23220016 23220017 COVAY-2017 COVAY-2018,2022-10-24,2024-01-24
161057,23220018,2022-10-25,2024-01-25
161057,23220020 COVAY-2019 COVAY-2020,2022-10-27,2024-01-27
161057,23220021 23220022,2022-10-28,2024-01-28
161057,6692206 6692207 6692208 6693365 6693366 6693367 6693368 6693369 6693370 6693371 6693372 6693373 6693374 6693375 6693880 6693381 6693882 6693883 6693884 6693885 6694040 6694041 6694042 6694043 6694044 6694045 6694261,2022-10-31,2024-01-31
161057,23220025,2022-11-02,2024-02-02
161057,23220027,2022-11-03,2024-02-03
161057,COVAY-2036 COVAY-2038,2022-11-07,2024-02-07
161057,23220030 COVAY-2037,2022-11-08,2024-02-08
161057,COVAY-2041 COVAY-2042,2022-11-10,2024-02-10
161057,COVAY-2043,2022-11-12,2024-02-12
161057,23220042 COVAY-2045,2022-11-14,2024-02-14
161057,23220043 COVAY-2046 COVAY-2047,2022-11-15,2024-02-15
161057,COVAY-2048 COVAY-2049,2022-11-17,2024-02-17
161057,COVAY-2050 COVAY-2051,2022-11-18,2024-02-18
161057,23220044 23220045 COVAY-2052 COVAY-2053,2022-11-19,2024-02-19
161057,23220048 COVAY-2056,2022-11-22,2024-02-22
161057,COVAY-2057,2022-11-23,2024-02-23
161057,COVAY-2059 COVAY-2060,2022-11-24,2024-02-24
161057,23220052 COVAY-2061 COVAY-2062,2022-11-25,2024-02-25
161057,23220054,2022-11-26,2024-02-26
161057,23220055 23220056 COVAY-2063,2022-11-28,2024-02-28
161057,6694260 6694262 6694263 6694269 6694270 6694271 6694272 6694273 6694274 6694275 6694276 6694277 6694278 6694279 6694702 6694704 6694705 6694706 6694707 6694708 6694709 6694710 6694711 6694712 6694713 6694714,2022-11-30,2024-02-29
161057,COVAY-2064,2022-12-01,2024-03-01
161057,23220057 23220059,2022-12-02,2024-03-02
161057,23220058 23220060 23220058A,2022-12-03,2024-03-03
161057,23220066 COVAY-2068,2022-12-04,2024-03-04
161057,23220061 23220062 23220063 COVAY-2070,2022-12-05,2024-03-05
161057,23220064 COVAY-2071,2022-12-07,2024-03-07
161057,23220065 COVAY-2072,2022-12-08,2024-03-08
161057,23220067 COVAY-2073,2022-12-09,2024-03-09
161057,23220068,2022-12-10,2024-03-10
161057,23220070 23220071 COVAY-2074 COVAY-2075,2022-12-11,2024-03-11
161057,23220069 23220072 COVAY-2076,2022-12-14,2024-03-14
161057,COVAY-2077 COVAY-2078,2022-12-15,2024-03-15
161057,23220073 23220074,2022-12-16,2024-03-16
161057,23220075 COVAY-2079,2022-12-17,2024-03-17
161057,23220076 COVAY-2080,2022-12-18,2024-03-18
161057,23220077,2022-12-19,2024-03-19
161057,COVAY-2081 COVAY-2082,2022-12-21,2024-03-21
161057,CD220078 CD220079 COVAY-2083,2022-12-22,2024-03-22
161057,CD220082 CD220083,2022-12-24,2024-03-24
161057,CD220084 COVAY-2084 COVAY-2085,2022-12-25,2024-03-25
161057,CD220085 COVAY-2086,2022-12-26,2024-03-26
161057,CD220086,2022-12-28,2024-03-28
161057,CD220088 CD220089,2022-12-30,2024-03-30
161057,6694715 6694716 6695115 6695116 6695117 6695118 6695125 6695126 6695127 6695128 6695129 6695130 6695708 6695709 6695710 6695711 6695712 6695713 6695714 6695715 6696076 6696077 6696078 CD220090,2022-12-31,2024-03-31
161057,CD220091,2023-01-01,2024-04-01
161057,CD220092 CD220093 COVAY-2091 COVAY-2092,2023-01-02,2024-04-02
161057,COVAY-2093,2023-01-04,2024-04-04
161057,CD220094 CD220095,2023-01-05,2024-04-05
161057,CD220097,2023-01-06,2024-04-06
161057,CD220096,2023-01-07,2024-04-07
161057,CD220098 CD220099 CD220100,2023-01-08,2024-04-08
161057,COVAY-2094,2023-01-09,2024-04-09
161057,CD220101 CD220102 CD220103 COVAY-2095 COVAY-2096 COVAY-2097,2023-01-11,2024-04-11
161057,CD220104 CD220105 CD220106,2023-01-13,2024-04-13
161057,CD220107 CD220108 CD220109,2023-01-14,2024-04-14
161057,CD220110 CD220111,2023-01-16,2024-04-16
161057,CD220112,2023-01-17,2024-04-17
161057,CD220113,2023-01-18,2024-04-18
161057,CD220114 COVAY-2098 COVAY-2099 COVAY-2100,2023-01-19,2024-04-19
161057,CD220115 CD220116 CD220117,2023-01-20,2024-04-20
161057,CD220118 CD220119 COVAY-2101,2023-01-21,2024-04-21
161057,CD220120 CD220121 COVAY-2102 COVAY-2103,2023-01-22,2024-04-22
161057,CD220122 CD220123,2023-01-23,2024-04-23
161057,CD220124,2023-01-24,2024-04-24
161057,CD220125,2023-01-25,2024-04-25
161057,CD220126 CD220127 CD220128 COVAY-2104 COVAY-2105 COVAY-2106,2023-01-26,2024-04-26
161057,CD220129,2023-01-27,2024-04-27
161057,CD220130 CD220131 COVAY-2107,2023-01-28,2024-04-28
161057,CD220132 CD220133,2023-01-29,2024-04-29
161057,CD220134 CD220135 COVAY-2108 COVAY-2109,2023-01-30,2024-04-30
161057,6696079 6696080 6696081 6696082 6696083 6696084 6696085 6696626 6696627 6696628 6696629 6696630 6696928 6696929 6696931 6696932 6696933 6696934 6696935 6696936,2023-01-31,2024-04-30
161057,COVAY-2121,2023-02-04,2024-05-04
161057,CD220136 CD220137 CD220164 COVAY-2122 COVAY-2123,2023-02-05,2024-05-05
161057,CD220138 CD220139 CD220140,2023-02-06,2024-05-06
161057,CD220141 CD220142 CD220143 CD220144 CD220145 COVAY-2124 COVAY-2125 COVAY-2126,2023-02-07,2024-05-07
161057,CD220146 COVAY-2127 COVAY-2128,2023-02-09,2024-05-09
161057,CD220147 CD220148,2023-02-10,2024-05-10
161057,CD220149 CD220150 CD220151 COVAY-2129 COVAY-2130,2023-02-11,2024-05-11
161057,CD220152 CD220153 CD220154,2023-02-12,2024-05-12
161057,CD220155 COVAY-2131,2023-02-13,2024-05-13
161057,CD220156 CD220157 COVAY-2133,2023-02-14,2024-05-14
161057,CD220158 CD220159 CD220160,2023-02-16,2024-05-16
161057,CD220161 CD220162 COVAY-2134 COVAY-2135,2023-02-17,2024-05-17
161057,CD220163,2023-02-18,2024-05-18
161057,COVAY-2136,2023-02-19,2024-05-19
161057,COVAY-2137,2023-02-20,2024-05-20
161057,COVAY-2138,2023-02-23,2024-05-23
161057,COVAY-2139 COVAY-2140,2023-02-24,2024-05-24
161057,CD220165 CD220166 CD220167,2023-02-25,2024-05-25
